,Country,Region,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Country Code,2016_lifeexp,NHLY,2016_co2,2016_ch4,2016_n2o,2016_pop,2016_extcostratio,2016_llpp_who,PCEC,ERHNI,Year
111,Myanmar,Southeastern Asia,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,1.50655,MMR,66.205,-4.0054025,21890,67010,20530,53045199,0.982060207,2.5699999,19.66049924,-23.31319644,2016
112,Egypt,Middle East and Northern Africa,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,1.96895,EGY,71.482,-4.5605516,233960,56310,22130,94447071,0.585773368,1.1900001,9.103500765,-9.893139899,2016
113,Armenia,Central and Eastern Europe,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,1.97864,ARM,74.64,-4.77696,5070,2570,1620,2936147,1.277697516,1.15,8.7975,-16.0175039,2016
114,Kenya,Sub-Saharan Africa,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88326,KEN,65.393,-4.2113092,18770,40480,18760,49051531,0.910899244,1.08,8.262,-11.73715875,2016
115,Ukraine,Central and Eastern Europe,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,UKR,71.47634146,-4.831800683,201250,64130,23920,45004673,1.331256487,1.03,7.8795,-15.32143617,2016
116,Ghana,Sub-Saharan Africa,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.2002,GHA,63.124,-4.5701776,14110,20230,5900,28481947,0.532254224,0.82999998,6.349499847,-7.949725711,2016
117,Congo (Kinshasa),Sub-Saharan Africa,4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458,2.74924,COD,59.655,-4.342884,2060,37790,16060,78789130,0.489876389,2.95,22.5675,-15.3981694,2016
118,Georgia,Central and Eastern Europe,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031,GEO,73.207,-5.4758836,9650,5380,2210,3727505,1.44845567,0.81,6.1965,-14.45123916,2016
119,Senegal,Sub-Saharan Africa,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,1.97861,SEN,67.078,-5.2387918,9920,10640,7920,14993514,1.198597957,0.039999999,0.305999992,-5.605562766,2016
120,Bulgaria,Central and Eastern Europe,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,BGR,74.81219512,-5.857794878,41740,7090,4010,7127822,1.344521516,1.25,9.5625,-18.71478188,2016
121,Mauritania,Sub-Saharan Africa,4.201,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,1.9263,MRT,64.208,-5.1302192,2810,7040,3370,4163532,1.919068198,0,0,-5.1302192,2016
122,Zimbabwe,Sub-Saharan Africa,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427,ZWE,60.294,-4.8657258,10990,11380,6090,14030338,1.018521941,0.97000003,7.42050023,-12.4236681,2016
123,Malawi,Sub-Saharan Africa,4.156,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,MWI,62.681,-5.2902764,1360,10330,3870,17205253,0.550895639,1.14,8.721,-10.09463727,2016
124,Sudan,Sub-Saharan Africa,4.139,0.63069,0.81928,0.29759,0,0.10039,0.18077,2.10995,SDN,64.663,-5.5674843,20480,58050,29670,39847433,1.750822561,0.44,3.366,-11.46075304,2016
125,Gabon,Sub-Saharan Africa,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,1.45332,GAB,65.418,-5.7502422,5710,1130,440,2007882,0.552088031,1.84,14.076,-13.52143333,2016
126,Mali,Sub-Saharan Africa,4.073,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2.11087,MLI,57.987,-5.3753949,4420,22060,13730,17965448,1.757629075,0.07,0.5355,-6.31660527,2016
127,Haiti,Latin America and Caribbean,4.028,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2.37116,HTI,62.896,-6.1134912,3400,4670,1600,10839976,0.368421539,0.28999999,2.218499924,-6.930834356,2016
128,Botswana,Sub-Saharan Africa,3.974,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,BWA,68.178,-6.9950628,7120,3870,2430,2159925,2.604778064,0.87,6.6555,-24.3311632,2016
129,Comoros,Sub-Saharan Africa,3.956,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,2.25632,COM,63.7,-6.65028,200,280,50,795597,0.181307401,0.050000001,0.382500008,-6.719630082,2016
130,Cambodia,Southeastern Asia,3.907,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,1.31573,KHM,68.977,-7.5391861,9900,20160,4750,15766290,0.807971285,1.0599999,8.108999235,-14.09102463,2016
131,Angola,Sub-Saharan Africa,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,2.09459,AGO,59.925,-6.795495,35410,37400,18070,28842482,1.488433337,1.48,11.322,-23.64753724,2016
132,Niger,Sub-Saharan Africa,3.856,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,2.09469,NER,61.137,-6.9940728,1970,27620,11190,20788789,1.302502269,0.49000001,3.748500077,-11.87650266,2016
133,South Sudan,Sub-Saharan Africa,3.832,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,2.50929,SSD,57.12,-6.671616,1730,33820,22800,10832520,4.800699652,1.02,7.803,-44.13147539,2016
134,Chad,Sub-Saharan Africa,3.763,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2.30637,TCD,53.438,-6.6102806,1020,50260,23360,14561658,3.809114435,0.56,4.284,-22.92852684,2016
135,Burkina Faso,Sub-Saharan Africa,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,BFA,60.354,-7.6106394,3500,15380,9830,18646350,1.209428385,0.30000001,2.295000077,-10.38627764,2016
136,Uganda,Sub-Saharan Africa,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416,UGA,61.986,-7.8164346,5670,32090,15070,39649173,0.902150821,2.1099999,16.14149924,-22.37850139,2016
137,Madagascar,Sub-Saharan Africa,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2.15075,MDG,65.931,-8.6039955,3220,17810,9170,24894370,0.864574694,0.43000001,3.289500077,-11.44801402,2016
138,Tanzania,Sub-Saharan Africa,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,1.37769,TZA,63.844,-8.5167896,10920,62490,30680,53049231,1.365109123,1.14,8.721,-20.42190626,2016
139,Liberia,Sub-Saharan Africa,3.622,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,2.23284,LBR,62.802,-8.6541156,1410,6070,1360,4586788,0.80221376,0.63999999,4.895999924,-12.58175411,2016
140,Guinea,Sub-Saharan Africa,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604,GIN,60.17,-8.381681,2830,17460,7210,11738434,1.483154644,0.56999999,4.360499924,-14.84897671,2016
141,Rwanda,Sub-Saharan Africa,3.515,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552,0.96819,RWA,67.93,-10.087605,1050,2820,1980,11668829,0.386131252,2.9000001,22.18500077,-18.65392712,2016
142,Benin,Sub-Saharan Africa,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2.10812,BEN,60.885,-9.230166,7230,5380,2670,10872072,0.582789897,1.1799999,9.026999235,-14.49100996,2016
143,Afghanistan,Southern Asia,3.36,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,2.14558,AFG,63.763,-10.457132,7390,78150,9120,35383028,0.845526227,1.0599999,8.108999235,-17.31350353,2016
144,Togo,Sub-Saharan Africa,3.303,0.28123,0,0.24811,0.34678,0.11587,0.17517,2.1354,TGO,60.22,-10.219334,2300,3370,1860,7509952,0.578246325,1.02,7.803,-14.73139007,2016
145,Syria,Middle East and Northern Africa,3.069,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397,0.81789,SYR,70.315,-13.5778265,26460,12900,3370,17465567,0.513625377,1.33,10.1745,-18.8037079,2016
146,Burundi,Sub-Saharan Africa,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.10404,BDI,60.528,-12.680616,460,1860,2090,10488002,0.438113496,2.78,21.267,-21.99797572,2016
,Norway,,7.537000179,1.616463184,1.53352356,0.796666503,0.635422587,0.315963835,0.362012237,2.277026653,NOR,82.6097561,20.9580966,36900,4930,3210,5276968,1.431846664,0.02,0.153,20.73902406,2017
,Denmark,,7.521999836,1.482383013,1.551121593,0.792565525,0.626006722,0.400770068,0.355280489,2.313707352,DNK,81.10243902,20.45403379,33330,7090,5080,5764980,2.027968758,0.20999999,1.606499924,17.19610214,2017
,Iceland,,7.504000187,1.48063302,1.610574007,0.833552122,0.627162635,0.153526559,0.475540221,2.322715282,ISL,82.66097561,20.69830984,2170,540,410,343400,2.724571928,0,0,20.69830984,2017
,Switzerland,,7.493999958,1.564979553,1.516911745,0.858131289,0.620070577,0.367007285,0.290549278,2.276716232,CHE,83.55121951,20.8376738,38620,4830,2180,8451840,0.64230516,0.44,3.366,18.67567463,2017
,Finland,,7.468999863,1.443571925,1.540246725,0.80915767,0.617950857,0.382611543,0.245482773,2.430181503,FIN,81.63170732,20.15486742,43010,4340,4650,5508214,1.903405453,0,0,20.15486742,2017
,Netherlands,,7.376999855,1.503944635,1.428939223,0.810696125,0.585384488,0.282661825,0.47048983,2.294804096,NLD,81.76097561,19.43458272,155910,17960,8080,17131296,1.17994381,0.49000001,3.748500077,15.01156326,2017
,Canada,,7.315999985,1.479204416,1.481348991,0.834557652,0.611100912,0.287371516,0.435539722,2.187264442,CAN,81.9,18.96803988,562260,92380,41400,36545236,2.792354068,0.15000001,1.147500076,15.76381337,2017
,New Zealand,,7.31400013,1.405706048,1.548195124,0.816759706,0.61406213,0.382816702,0.500005126,2.046456337,NZL,81.65853659,18.89578642,32920,32630,15010,4813600,7.424850754,0,0,18.89578642,2017
,Sweden,,7.28399992,1.494387269,1.478162169,0.830875158,0.612924099,0.384398729,0.385399252,2.097537994,SWE,82.4097561,18.82238763,38330,4720,5100,10057698,1.13689582,0.039999999,0.305999992,18.47449752,2017
,Australia,,7.28399992,1.484414935,1.510041952,0.843886793,0.601607382,0.30118373,0.47769925,2.065210819,AUS,82.5,18.84299934,387200,139810,79440,24601860,7.559449492,0,0,18.84299934,2017
,Israel,,7.212999821,1.375382423,1.376289964,0.838404,0.405988604,0.0852421,0.330082655,2.801757336,ISR,82.55121951,18.2685834,66040,11890,2320,8713300,0.790334007,0.69999999,5.354999924,14.03634485,2017
,Costa Rica,,7.078999996,1.109706283,1.416403651,0.759509265,0.58013165,0.100106589,0.214613229,2.898639202,CRI,79.914,16.61412057,8180,4870,1920,4949955,0.948572337,0.67000002,5.125500153,11.75221291,2017
,Austria,,7.006000042,1.487097263,1.459944963,0.815328419,0.56776619,0.221060365,0.316472322,2.138506413,AUT,81.64390244,16.37776717,65830,6740,3630,8797566,1.007958027,0.68000001,5.202000076,11.13436944,2017
,United States,,6.993000031,1.546259284,1.419920564,0.774286628,0.505740523,0.135638788,0.392578781,2.218113422,USA,78.53902439,15.6528278,4813720,614500,249290,325122128,1.944244334,0.2,1.53,12.67813397,2017
,Ireland,,6.977000237,1.535706639,1.558231115,0.809782624,0.573110342,0.298388153,0.427858323,1.773869038,IRL,82.15609756,16.24226243,37530,16770,9760,4807388,4.727178952,0,0,16.24226243,2017
,Germany,,6.951000214,1.487923384,1.472520351,0.798950732,0.562511384,0.276731938,0.33626917,2.015769958,DEU,80.99268293,15.80167417,732200,54780,34580,82657002,1.014507546,0.55000001,4.207500077,11.53313359,2017
,Belgium,,6.890999794,1.463780761,1.462312698,0.818091869,0.539770722,0.251343131,0.231503338,2.124210358,BEL,81.49268293,15.41026466,92770,8180,4440,11375158,0.959887355,0.50999999,3.901499924,11.66526422,2017
,Luxembourg,,6.862999916,1.741943598,1.457583666,0.845089495,0.596627891,0.318834424,0.283180982,1.619512081,LUX,82.09512195,15.29432053,9000,550,310,596336,1.301595611,0.44999999,3.442499924,10.81357774,2017
,United Kingdom,,6.714000225,1.44163394,1.49646008,0.805335939,0.508190036,0.265428066,0.492774159,1.704143524,GBR,81.25609756,13.92729695,366380,51630,28280,66058859,1.029181837,0.31999999,2.447999924,11.40785989,2017
,Chile,,6.65199995,1.25278461,1.284024954,0.819479704,0.376895279,0.082287982,0.326662421,2.509585857,CHL,79.909,13.2009664,87040,13110,6320,18470435,0.836340789,1.17,8.9505,5.715298173,2017
,United Arab Emirates,,6.647999763,1.626343369,1.266410232,0.726798236,0.60834527,0.324489564,0.360941947,1.734703541,ARE,77.647,12.79622376,208250,51830,7020,9487206,2.435756144,1.28,9.792,-11.0547004,2017
,Brazil,,6.635000229,1.10735321,1.431306005,0.616552353,0.437453747,0.111092761,0.162349895,2.769267082,BRA,75.456,12.33705773,449840,421660,184380,207833825,2.127858786,0.52999997,4.054499771,3.709654766,2017
,Czech Republic,,6.609000206,1.352682352,1.433885217,0.754444003,0.490946174,0.036872927,0.088106759,2.451861858,CZE,78.97804878,12.70756968,103420,12430,5280,10594438,1.25691463,1,7.65,3.092172755,2017
,Argentina,,6.598999977,1.185295463,1.440451145,0.695137084,0.494519204,0.059739888,0.109457061,2.614005327,ARG,76.372,12.21188263,180120,117570,48340,44044811,2.664099945,0.49000001,3.748500077,2.225503778,2017
,Mexico,,6.578000069,1.153183818,1.21086216,0.709978998,0.412730008,0.132774115,0.120990433,2.837154865,MEX,74.947,11.82663711,471810,143310,42880,124777326,0.894512536,1.14,8.721,4.025593287,2017
,Singapore,,6.572000027,1.69227767,1.353814363,0.949492395,0.549840569,0.464307785,0.345965981,1.216362,SGP,83.09512195,13.06255339,47430,4050,9310,5612253,3.578885545,0.73000002,5.584500153,-6.923733483,2017
,Malta,,6.52699995,1.343279839,1.488411665,0.821944237,0.588767052,0.153066069,0.574730575,1.556862831,MLT,82.34634146,12.57428593,1520,220,40,467999,0.263601068,0.19,1.4535,12.19114178,2017
,Uruguay,,6.453999996,1.217559695,1.412227869,0.719216824,0.579392254,0.178061873,0.175096929,2.172409534,URY,77.632,11.28769277,6080,21370,7760,3436645,5.53837105,0.25999999,1.988999924,0.271873176,2017
,Guatemala,,6.453999996,0.872001946,1.255585194,0.54023999,0.531310618,0.077223279,0.283488393,2.893891096,GTM,73.81,10.73197397,16510,11660,4990,16087418,0.747927137,2.1500001,16.44750077,-1.56955819,2017
,Panama,,6.452000141,1.233748436,1.373192549,0.706156135,0.550026834,0.070983924,0.210556939,2.307199955,PAN,78.149,11.3472359,10250,5260,1300,4106764,0.848542268,0.34,2.601,9.140177464,2017
,France,,6.441999912,1.430923462,1.387776852,0.844465852,0.470222116,0.172502428,0.129762307,2.005954742,FRA,82.57560976,11.9074022,316360,59130,38470,66918020,1.340760658,0.37,2.8305,8.112379161,2017
,Thailand,,6.423999786,1.127868772,1.425792456,0.647239029,0.580200732,0.031612735,0.57212311,2.039508343,THA,76.683,10.91965756,260660,84450,21330,69209817,0.831286035,1.5700001,12.01050077,0.935496007,2017
,Spain,,6.402999878,1.384397864,1.532090902,0.8889606,0.40878123,0.070914097,0.190133572,1.92775774,ESP,83.28292683,11.68459362,263440,39600,20140,46593236,1.048004708,0.18000001,1.377000077,10.24149105,2017
,Qatar,,6.375,1.870765686,1.27429688,0.710098088,0.604130983,0.439299256,0.33047387,1.14546442,QAT,79.981,10.9973875,87680,8080,940,2724727,1.34011421,2.8199999,21.57299924,-17.91289533,2017
,Colombia,,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.046668742,0.149014473,2.616068125,COL,76.925,10.43872153,76060,74540,21080,48909844,1.112340087,0.98000002,7.497000153,2.099507728,2017
,Saudi Arabia,,6.343999863,1.530623555,1.286677599,0.59014833,0.449750572,0.273432255,0.147616014,2.065429688,SAU,74.874,10.06306457,540700,43370,5690,33101183,0.646353047,2.0999999,16.06499924,-0.32059663,2017
,Trinidad and Tobago,,6.168000221,1.361355901,1.380228519,0.519983292,0.518630743,0.008964816,0.325296462,2.053247452,TTO,73.245,8.555017621,18190,1270,390,1384060,0.796906154,0,0,8.555017621,2017
,Kuwait,,6.105000019,1.632952452,1.259698749,0.632105708,0.496337593,0.21515955,0.228289798,1.640425205,KWT,75.311,8.321865644,89720,5970,740,4056102,0.729181241,1.23,9.4095,1.46063476,2017
,Slovakia,,6.09800005,1.325393558,1.505059242,0.712732911,0.295817465,0.024210852,0.136544481,2.097776651,SVK,77.16585366,8.472811114,33580,4360,1900,5439232,0.873631201,1.1799999,9.026999235,0.58654293,2017
,Bahrain,,6.086999893,1.488412261,1.323110461,0.653133035,0.536746919,0.25704217,0.172668487,1.656149387,BHR,77.032,8.373377577,30380,14540,70,1494077,1.591799011,1.63,12.4695,-11.47556019,2017
,Malaysia,,6.084000111,1.29121542,1.284646034,0.618784428,0.402264982,0.065600708,0.41660893,2.004448891,MYS,75.828,8.219756039,222890,46460,11610,31104655,1.026326478,0.77999997,5.966999771,2.095666179,2017
,Nicaragua,,6.071000099,0.737299204,1.28721571,0.653095961,0.447551847,0.130687982,0.301674217,2.513930559,NIC,74.068,7.932683535,5400,9510,3460,6384843,1.331571316,0.77999997,5.966999771,-0.012802204,2017
,Ecuador,,6.007999897,1.000820398,1.286168814,0.685636222,0.455198199,0.140134647,0.150112465,2.290352583,ECU,76.584,7.719666411,37760,20690,4820,16785356,0.779533371,1.0700001,8.185500765,1.338795403,2017
,El Salvador,,6.002999783,0.909784496,1.182125092,0.596018553,0.43245253,0.08998096,0.078257985,2.714593887,SLV,72.872,7.309060015,6380,3980,1250,6388124,0.497331556,1.96,14.994,-0.147929333,2017
,Poland,,5.97300005,1.291787863,1.44571197,0.699475348,0.520342112,0.059307806,0.158465967,1.797722816,POL,77.75365854,7.565431361,312820,47240,21550,37974826,1.399204095,1.42,10.863,-7.634122724,2017
,Italy,,5.964000225,1.395066619,1.444923282,0.853144348,0.256450713,0.028028091,0.172789648,1.813312054,ITA,82.94634146,7.996029184,329190,44340,17960,60536709,0.750503311,0.94999999,7.267499923,2.541746425,2017
,Russia,,5.962999821,1.281778097,1.469282389,0.547349334,0.373783112,0.032962881,0.052263822,2.205607414,RUS,72.45146341,6.977074628,1557190,850170,58660,144496739,1.731245119,0.68000001,5.202000076,-2.028862613,2017
,Belize,,5.955999851,0.907975316,1.081417799,0.450191766,0.547509372,0.096581072,0.240015641,2.631955624,BLZ,74.365,7.109292894,650,520,230,375775,1.467411153,0.40000001,3.060000077,2.619014654,2017
,Japan,,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.163760737,0.120572768,1.363223553,JPN,84.0997561,7.737178203,1151930,21220,18080,126972000,0.377440607,0.58999997,4.513499771,6.03360011,2017
,Lithuania,,5.90199995,1.314582348,1.473516107,0.62894994,0.234231785,0.011865643,0.010164657,2.228440523,LTU,75.4804878,6.808339626,11220,3230,3660,2828403,2.855186827,0.60000002,4.590000153,-6.296968345,2017
,Algeria,,5.872000217,1.091864467,1.146217465,0.617584646,0.233335808,0.14609611,0.069436647,2.567603827,DZA,76.499,6.670714463,145100,49460,11920,41389174,0.784373402,0.13,0.9945,5.890655115,2017
,Latvia,,5.849999905,1.260748625,1.404714942,0.638566971,0.325707912,0.073842727,0.153074786,1.993655205,LVA,74.62926829,6.343487093,7120,1960,1920,1942248,2.204513336,0.66000003,5.049000229,-4.787101246,2017
,South Korea,,5.837999821,1.401678443,1.128274441,0.900214076,0.257921666,0.063282669,0.206674367,1.880378008,KOR,82.62682927,6.924126811,625350,25600,10600,51361911,0.576366474,1.54,11.781,0.133953378,2017
,Moldova,,5.837999821,0.72887063,1.251825571,0.589465201,0.240729049,0.010091286,0.208779126,2.807808399,MDA,71.717,6.009883314,8160,3370,1060,2755158,0.984227364,1.17,8.9505,-2.799443706,2017
,Romania,,5.824999809,1.217683911,1.15009129,0.685158312,0.457003742,0.004387901,0.133519918,2.176831484,ROU,75.3097561,6.213053442,74100,24130,8500,19588715,1.092369322,1.28,9.792,-4.483426958,2017
,Bolivia,,5.822999954,0.833756566,1.227619052,0.47363025,0.558732927,0.060477726,0.225560725,2.443279028,BOL,70.945,5.838773175,22250,24870,8850,11192853,1.954681536,2.0899999,15.98849923,-25.41365107,2017
,Turkmenistan,,5.822000027,1.130776763,1.493149161,0.43772608,0.418271929,0.25927034,0.249924988,1.832909822,TKM,67.956,5.585983381,71960,49870,3430,5757667,2.522295928,0.47999999,3.671999924,-3.675887073,2017
,Kazakhstan,,5.818999767,1.28455627,1.384369016,0.606041551,0.437454283,0.119282886,0.201964423,1.784892559,KAZ,72.95,5.974603302,225560,43290,13380,18037776,1.948654146,0.95999998,7.343999847,-8.336312446,2017
,North Cyprus,,5.809999943,1.346911311,1.186303377,0.834647238,0.471203625,0.155353352,0.266845703,1.549157619,CYP,80.672,6.534431538,7300,730,370,1179685,0.774607545,0.66000003,5.049000229,2.623437865,2017
,Slovenia,,5.757999897,1.341205955,1.452518821,0.790828228,0.572575808,0.045128979,0.242649093,1.313317299,SVN,81.02926829,6.142017702,14140,2000,790,2066388,0.969381427,1.02,7.803,-1.42206557,2017
,Peru,,5.715000153,1.035225272,1.218770385,0.630166113,0.450002879,0.047049087,0.126819715,2.20726943,PER,76.286,5.454450164,53990,31110,9800,31444299,0.792550699,1.954120098,14.94901875,-6.393405099,2017
,Mauritius,,5.629000187,1.189395547,1.20956099,0.638007462,0.491247326,0.042181555,0.360933751,1.697583914,MUS,74.51463415,4.686971881,4180,1910,230,1264613,0.608197992,0,0,4.686971881,2017
,Cyprus,,5.620999813,1.355938077,1.131363273,0.844714701,0.355111539,0.041237976,0.271254301,1.621249199,CYP,80.672,5.009729692,7300,730,370,1179685,0.774607545,0.66000003,5.049000229,1.098736019,2017
,Estonia,,5.611000061,1.32087934,1.4766711,0.695168316,0.47913143,0.183248922,0.098890811,1.357508659,EST,78.09268293,4.771463403,16280,1060,1360,1317384,2.324127577,0.059999999,0.458999992,3.704688864,2017
,Belarus,,5.568999767,1.15655756,1.444945216,0.637714267,0.295400262,0.156313822,0.155137509,1.723232985,BLR,74.12926829,4.217953641,56240,16720,12160,9458989,2.93831232,0.77999997,5.966999771,-13.3149553,2017
,Libya,,5.525000095,1.101803064,1.35756433,0.52016902,0.46573323,0.09261021,0.152073666,1.835011244,LBY,72.52,3.807300692,56810,33840,1950,6580723,1.387225405,0.20999999,1.606499924,1.578723185,2017
,Turkey,,5.5,1.198274374,1.337753177,0.637605608,0.3007406,0.09967158,0.046693042,1.879277945,TUR,77.161,3.85805,415900,44980,34620,81116451,0.991964156,1.72,13.158,-9.194214367,2017
,Paraguay,,5.493000031,0.932537317,1.50728488,0.579250693,0.473507792,0.091065913,0.224150658,1.68533349,PRY,73.992,3.647805826,8000,30100,10940,6867058,3.906414369,0.75,5.7375,-18.76524662,2017
,Philippines,,5.429999828,0.857699215,1.253917575,0.468009055,0.585214674,0.099331893,0.193513423,1.972604752,PHL,70.952,3.050934782,136590,67430,14330,105172921,0.379281637,1.17,8.9505,-0.343825506,2017
,Serbia,,5.394999981,1.069317579,1.258189797,0.650784671,0.208715528,0.040903781,0.220125884,1.947084427,SRB,75.53902439,2.983791319,46900,12430,4590,7020858,1.640388005,1.65,12.6225,-17.72200627,2017
,Jordan,,5.335999966,0.991012394,1.239088893,0.604590058,0.418421149,0.119803272,0.17217046,1.791176558,JOR,74.292,2.496210945,26100,6160,1260,9785840,0.371299714,1.15,8.7975,-0.770298285,2017
,Hungary,,5.323999882,1.286011934,1.343133092,0.687763453,0.175863519,0.036636937,0.078401662,1.716459274,HUN,75.81707317,2.456472274,46550,7140,5450,9787966,1.282121827,1.21,9.2565,-9.411488418,2017
,Jamaica,,5.31099987,0.925579309,1.368218064,0.641022384,0.474307239,0.055267781,0.233818337,1.612325668,JAM,74.267,2.309702737,7190,790,410,2920848,0.343720218,0.56999999,4.360499924,0.810910753,2017
,Croatia,,5.293000221,1.222556233,0.967983007,0.701288521,0.255772293,0.04310311,0.248002976,1.854492426,HRV,77.82682927,2.280327819,17480,3760,1760,4124531,1.035785612,1.16,8.874,-6.911233704,2017
,China,,5.272999763,1.081165791,1.160837412,0.741415501,0.472787708,0.022794275,0.028806841,1.764938593,CHN,76.47,2.087629191,10017770,1239130,542100,1396215000,0.972641622,3.48,26.622,-23.80603607,2017
,Pakistan,,5.269000053,0.726883531,0.67269069,0.402047783,0.235215262,0.124348067,0.315446019,2.79248929,PAK,66.947,1.800874658,197700,147540,60070,207906210,0.701472531,3.5699999,27.31049924,-17.35669037,2017
,Indonesia,,5.262000084,0.995538592,1.274444699,0.492345721,0.443323463,0.015317135,0.611704588,1.429476976,IDN,71.282,1.867588998,532920,283940,92500,264650969,0.88427916,1.11,8.4915,-5.641267487,2017
,Venezuela,,5.25,1.128431201,1.431337595,0.617144227,0.153997123,0.064491123,0.06501963,1.789463758,VEN,72.246,1.80615,148740,72500,13030,29402480,1.292336394,0.81999999,6.272999924,-6.300676101,2017
,Montenegro,,5.236999989,1.121129036,1.238376498,0.667464674,0.194989055,0.088174194,0.197911024,1.729191542,MNE,76.48536585,1.812703083,2230,830,180,622373,0.806767542,1.15,8.7975,-5.284834369,2017
,Morocco,,5.235000134,0.878114581,0.774864435,0.597710669,0.408158332,0.087763183,0.032209955,2.456189394,MAR,76.218,1.791124018,65930,17390,9300,35581257,0.61976822,0.2,1.53,0.842878641,2017
,Azerbaijan,,5.234000206,1.153601766,1.152400255,0.540775776,0.398155838,0.180987507,0.04526934,1.762481689,AZE,72.693,1.701017697,31970,44230,3870,9854033,1.458890239,0.76999998,5.890499847,-6.89257503,2017
,Dominican Republic,,5.230000019,1.079373837,1.402416706,0.574873745,0.552589834,0.113945253,0.18696785,1.31946516,DOM,73.689,1.694847141,23390,9100,3280,10513111,0.779312178,0.25999999,1.988999924,0.144795279,2017
,Greece,,5.227000237,1.289487481,1.239414573,0.810198903,0.095731251,0.043289777,0,1.749221563,GRC,81.28780488,1.845235093,66800,9460,4460,10754679,1.019665973,0.64999998,4.972499847,-3.225053799,2017
,Lebanon,,5.224999905,1.074987531,1.129624248,0.735081077,0.288515985,0.03751383,0.264450759,1.695073843,LBN,78.833,1.773741748,29280,3170,760,6819373,0.323411857,1.0700001,8.185500765,-0.873546253,2017
,Portugal,,5.195000172,1.315175295,1.367043018,0.795843542,0.4984653,0.015869452,0.095102713,1.107682705,PRT,81.42439024,1.587777007,53330,11510,3240,10300300,0.839438179,0.14,1.071,0.688738718,2017
,Bosnia and Herzegovina,,5.18200016,0.982409418,1.069335938,0.705186307,0.204403177,0,0.328867495,1.892172575,BIH,77.128,1.403730836,22650,3420,1210,3351534,0.932264342,2.1199999,16.21799924,-13.71573156,2017
,Honduras,,5.181000233,0.730573118,1.143944979,0.58256948,0.34807986,0.073345453,0.236188874,2.065811157,HND,74.898,1.355655543,9000,8010,3120,9429016,0.807602457,1.66,12.699,-8.900088059,2017
,Macedonia,,5.175000191,1.064577937,1.207893014,0.644948184,0.325905979,0.060277794,0.253760964,1.617469311,MKD,75.95365854,1.329190473,7860,2520,570,2074502,0.761720322,1.95,14.9175,-10.03377244,2017
,Somalia,,5.151000023,0.022643184,0.721151352,0.113989137,0.602126956,0.282410324,0.291631311,3.11748457,SOM,56.709,0.85630603,660,19400,6600,14589165,1.119275766,0.28999999,2.218499924,-1.626807172,2017
,Vietnam,,5.073999882,0.788547575,1.277491331,0.652168989,0.571055591,0.087633237,0.234968051,1.462318659,VNM,75.241,0.55678251,222130,88650,23790,94600643,0.665301963,2.0699999,15.83549923,-9.978606215,2017
