,Country,Region,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Country Code,2016_lifeexp,NHLY,2016_co2,2016_ch4,2016_n2o,2016_pop,2016_extcostratio,2016_llpp_who,PCEC,ERHNI,Year
,Nigeria,,5.073999882,0.783756256,1.215770483,0.05691573,0.394952565,0.026121566,0.230947196,2.365390539,NGA,53.95,0.399229362,112920,126830,37290,190873247,0.499773086,1.75,13.3875,-6.291482824,2017
,Tajikistan,,5.040999889,0.524713635,1.271463275,0.529235125,0.471566707,0.146377146,0.248997644,1.84904933,TJK,70.647,0.289651918,6370,5490,1970,8880270,0.548757926,1.2,9.18,-4.747945838,2017
,Bhutan,,5.011000156,0.885416389,1.340126514,0.495879292,0.501537681,0.17338039,0.474054545,1.140184402,BTN,71.129,0.078243012,1330,870,180,745563,0.672929177,2.0999999,16.06499924,-10.7323637,2017
,Kyrgyzstan,,5.004000187,0.596220076,1.394238591,0.553457797,0.454943389,0.039439179,0.428580374,1.536723137,KGZ,71.2,0.028481331,9340,4880,1850,6198200,0.735715966,1.0700001,8.185500765,-5.993722269,2017
,Nepal,,4.961999893,0.479820192,1.179283261,0.504130781,0.440305948,0.072975546,0.394096166,1.891241074,NPL,70.169,-0.266642949,11030,30510,7960,27632682,0.751141981,3.9000001,29.83500077,-22.67696453,2017
,Mongolia,,4.954999924,1.027235866,1.493011236,0.557783484,0.394143969,0.032902289,0.33846423,1.111292362,MNG,69.509,-0.31279103,19470,17950,13240,3113788,9.618004241,2.9000001,22.18500077,-213.6882225,2017
,South Africa,,4.828999996,1.054698706,1.384788632,0.18708007,0.479246736,0.072509497,0.13936238,1.510908604,ZAF,63.538,-1.086499824,435140,44990,19150,57009751,0.85394999,1.61,12.3165,-11.60417488,2017
,Tunisia,,4.804999828,1.007265806,0.86835146,0.613212049,0.28968069,0.086723149,0.049693357,1.89025116,TUN,76.31,-1.48804631,29890,6330,3240,11433438,0.679294721,0.43000001,3.289500077,-3.722586347,2017
,Egypt,,4.735000134,0.989701807,0.997471392,0.520187259,0.282110155,0.114381365,0.128631443,1.702161074,EGY,71.656,-1.898883043,238690,56050,22050,96442590,0.569288898,1.36,10.404,-7.821764739,2017
,Bulgaria,,4.714000225,1.161459088,1.434379458,0.70821768,0.289231718,0.011051531,0.113177694,0.996139288,BGR,74.81463415,-2.139696853,44040,7030,4050,7075947,1.360872192,1.39,10.6335,-16.61053131,2017
,Sierra Leone,,4.709000111,0.368420929,0.984136045,0.005564754,0.318697691,0.071095176,0.293040901,2.668459892,SLE,53.895,-1.568343904,970,4740,1620,7488427,0.535550164,0.64999998,4.972499847,-4.231367014,2017
,Cameroon,,4.695000172,0.564305365,0.946018219,0.132892117,0.430388749,0.051306631,0.236298457,2.333645582,CMR,58.511,-1.784584496,8320,14800,62680,24566070,5.349485515,2.52,19.278,-104.9119663,2017
,Iran,,4.691999912,1.156873107,0.711551249,0.639333189,0.249322608,0.048761073,0.387242913,1.498734951,IRN,76.271,-2.349147469,620780,146030,37210,80673888,1.255554706,1.24,9.486,-14.25933941,2017
,Albania,,4.644000053,0.996192753,0.803685248,0.731159747,0.381498635,0.039864216,0.201312944,1.490441561,ALB,78.333,-2.788654382,5600,3210,1210,2873457,1.037677245,0.89999998,6.884999847,-9.933062056,2017
,Bangladesh,,4.607999802,0.586682975,0.735131741,0.533241034,0.478356659,0.123717859,0.172255352,1.978736162,BGD,72.052,-2.824439829,78710,82590,28400,159685421,0.442408029,5.6799998,43.45199847,-22.04795284,2017
,Namibia,,4.573999882,0.964434326,1.098470807,0.338611811,0.520303547,0.093146972,0.077133745,1.481890202,NAM,63.021,-2.684695345,4330,4960,3320,2402623,3.150798795,0.92000002,7.038000153,-24.86001775,2017
,Kenya,,4.552999973,0.560479462,1.067950726,0.30998835,0.452763766,0.064641319,0.444860309,1.651902199,KEN,65.909,-2.946132476,18890,38630,17530,50221146,0.829997165,0.88,6.732,-8.53367339,2017
,Mozambique,,4.550000191,0.23430565,0.870701015,0.106654435,0.480791092,0.179436386,0.322228104,2.355650902,MOZ,59.309,-2.668903869,6020,15830,9760,28649007,0.781331311,0.64999998,4.972499847,-6.554073695,2017
,Myanmar,,4.545000076,0.36711055,1.123235941,0.397522569,0.514492035,0.188816205,0.838075161,1.115290403,MMR,66.558,-3.028388492,31400,67120,21140,53382521,0.996471332,2.3299999,17.82449923,-20.789991,2017
,Senegal,,4.534999847,0.479309022,1.179691911,0.409362853,0.377922267,0.115460448,0.183468893,1.789646149,SEN,67.38,-3.133171028,9570,10780,7970,15419354,1.168014627,0.050000001,0.382500008,-3.579936632,2017
,Zambia,,4.513999939,0.636406779,1.003187299,0.257835895,0.461603492,0.07821355,0.249580145,1.826705456,ZMB,63.043,-3.063890185,6990,17450,14680,16853608,1.944145137,1.36,10.404,-23.29077619,2017
,Iraq,,4.497000217,1.102710485,0.978613198,0.50118047,0.288555533,0.107215755,0.199637264,1.318907261,IRQ,70.294,-3.535786672,174290,16340,5300,37552789,0.382807433,1.97,15.0705,-9.304886097,2017
,Gabon,,4.465000153,1.198210239,1.155620217,0.356578588,0.312328577,0.076046787,0.043785378,1.322916269,GAB,65.839,-3.522385495,4700,1150,490,2064812,0.582478837,1.55,11.8575,-10.4291283,2017
,Ethiopia,,4.460000038,0.339233845,0.864669204,0.353409708,0.408842742,0.165455714,0.31265074,2.015743732,ETH,65.872,-3.557087749,15460,102660,51880,106399926,1.141568392,1.12,8.568,-13.33804573,2017
,Sri Lanka,,4.440000057,1.009850144,1.259976387,0.625130832,0.561213255,0.073653966,0.490863562,0.419389248,LKA,76.648,-4.292287561,23310,9110,2350,21444000,0.292646623,1.36,10.404,-7.336983023,2017
,Armenia,,4.375999928,0.900596738,1.007483721,0.637524426,0.198303267,0.026674422,0.083488092,1.521499157,ARM,74.797,-4.667333342,5320,2510,1220,2944789,0.985697618,1.42,10.863,-15.37496657,2017
,India,,4.315000057,0.792221248,0.754372597,0.455427617,0.469987005,0.092226885,0.231538489,1.519117117,IND,69.165,-4.737802104,2301440,661610,248300,1338676779,0.463099773,4.6900001,35.87850077,-21.35312767,2017
,Mauritania,,4.291999817,0.648457289,1.27203083,0.28534928,0.096098043,0.136957005,0.201870024,1.651637316,MRT,64.464,-4.56405238,3800,6860,3230,4282582,1.785488978,0.01,0.076499998,-4.700642284,2017
,Georgia,,4.285999775,0.950612664,0.570614934,0.649546981,0.309410036,0.251666635,0.054008815,1.500137806,GEO,73.414,-5.241761252,9630,5310,2100,3728004,1.378167619,1.05,8.0325,-16.31189265,2017
,Congo (Kinshasa),,4.28000021,0.092102349,1.229023457,0.191407025,0.235961348,0.060241356,0.246455833,2.224958658,COD,60.026,-4.321870741,2280,38830,16630,81398765,0.488267465,2.51,19.2015,-13.69733846,2017
,Mali,,4.190000057,0.476180494,1.281473398,0.169365674,0.306613743,0.104970247,0.183354199,1.668190956,MLI,58.452,-4.734611666,5050,22530,13640,18512429,1.69170409,0.12,0.918,-6.28759602,2017
,Cambodia,,4.168000221,0.601765096,1.006238341,0.429783404,0.633375823,0.068105951,0.385922968,1.042941093,KHM,69.289,-5.764843267,11370,20470,5280,16009413,0.863695894,1.04,7.956,-12.6364078,2017
,Sudan,,4.138999939,0.659516692,1.21400857,0.290920824,0.014995855,0.08984752,0.182317451,1.68706584,SDN,64.881,-5.586254496,20340,58410,29270,40813398,1.682622361,0.56,4.284,-12.79460869,2017
,Ghana,,4.119999886,0.667224824,0.873664737,0.295637727,0.423026294,0.02533637,0.256923944,1.577867508,GHA,63.463,-5.584744726,14780,20850,6150,29121464,0.539040044,0.81,6.1965,-8.924906361,2017
,Ukraine,,4.096000195,0.894651949,1.394537568,0.575903952,0.122974776,0.023029471,0.270061463,0.814382315,UKR,71.78097561,-6.488998799,174840,63650,24770,44831135,1.364040032,1.12,8.568,-18.17609379,2017
,Uganda,,4.080999851,0.381430715,1.129827738,0.217632607,0.443185955,0.057069719,0.325766057,1.526362658,UGA,62.516,-5.74522133,5840,32770,15330,41166588,0.880318532,1.73,13.2345,-17.39579695,2017
,Burkina Faso,,4.032000065,0.350227714,1.043280005,0.215844259,0.324367851,0.120328106,0.250864685,1.727212906,BFA,60.768,-5.882342006,4070,15590,9860,19193236,1.174587161,0.34,2.601,-8.937443212,2017
,Niger,,4.027999878,0.161925331,0.993025005,0.268505007,0.363658696,0.138572946,0.228673846,1.873983383,NER,61.599,-5.987423552,2070,28690,11690,21602388,1.302455292,0.55000001,4.207500077,-11.46750429,2017
,Malawi,,3.970000029,0.233442038,0.512568831,0.315089583,0.466914654,0.072711654,0.28717047,2.081786156,MWI,63.279,-6.517736819,1500,10530,4220,17670193,0.576458479,1.08,8.262,-11.28043677,2017
,Chad,,3.936000109,0.438012987,0.953855872,0.041134715,0.162342027,0.053581882,0.21611385,2.071238041,TCD,53.712,-5.714956216,1020,52140,23880,15016761,3.7658382,0.58999997,4.513499771,-22.71206607,2017
,Zimbabwe,,3.875,0.375846535,1.083095908,0.196763754,0.336384207,0.095375381,0.189143494,1.597970247,ZWE,60.812,-6.84135,10230,11560,6280,14236599,1.028152015,0.92000002,7.038000153,-14.07748404,2017
,Lesotho,,3.808000088,0.521021247,1.190095186,0,0.390661299,0.11909464,0.157497272,1.42983532,LSO,52.947,-6.311281935,2440,2360,850,2091532,1.003730706,1.9,14.535,-20.90050774,2017
,Angola,,3.795000076,0.85842818,1.10441196,0.049868666,0,0.069720335,0.09792649,1.614482403,AGO,60.379,-7.275669039,30840,37450,18490,29816769,1.461535503,1.28,9.792,-21.58702468,2017
,Afghanistan,,3.79399991,0.401477218,0.581543326,0.180746779,0.10617952,0.06115783,0.311870933,2.150801182,AFG,64.13,-7.734078575,7380,79610,9450,36296111,0.844889207,0.97000003,7.42050023,-14.00357913,2017
,Botswana,,3.766000032,1.122094154,1.221554995,0.341755509,0.505196333,0.098583199,0.099348448,0.377913713,BWA,68.812,-8.491400577,7870,5280,4140,2205076,4.231099847,0.79000002,6.043500153,-34.06205315,2017
,Benin,,3.657000065,0.431085408,0.435299844,0.209930211,0.425962776,0.060929015,0.207948461,1.885630965,BEN,61.174,-8.215667803,7360,5420,2570,11175192,0.546529078,1.2,9.18,-13.23280474,2017
,Madagascar,,3.644000053,0.305808693,0.913020372,0.375223309,0.189196765,0.067231975,0.20873253,1.584612608,MDG,66.311,-8.991771246,3500,16520,8720,25570511,0.794617169,0.38,2.907,-11.30172336,2017
,Haiti,,3.602999926,0.368610263,0.640449822,0.27732113,0.030369857,0.09987215,0.489203781,1.697167635,HTI,63.29,-8.841613471,3370,4700,1590,10982367,0.36048025,0.33000001,2.524500077,-9.75164589,2017
,South Sudan,,3.59100008,0.397248626,0.601323128,0.163486004,0.147062436,0.116793513,0.285670817,1.879567385,SSD,57.365,-8.08272804,1520,32780,21630,10910774,4.51000189,1,7.65,-42.5842425,2017
,Liberia,,3.532999992,0.119041793,0.872117937,0.229918197,0.332881182,0.038948249,0.266549885,1.673285961,LBR,63.295,-9.285376548,1260,6140,1360,4702224,0.780837644,0.57999998,4.436999847,-12.74995306,2017
,Guinea,,3.506999969,0.24454993,0.791244686,0.194129139,0.348587513,0.110937618,0.264815092,1.552311897,GIN,60.706,-9.063405985,2970,17670,6950,12067516,1.394229621,0.56,4.284,-15.03628568,2017
,Togo,,3.494999886,0.305444717,0.43188253,0.247105569,0.380426139,0.095665015,0.196896151,1.837229252,TGO,60.489,-9.103595192,2070,3410,1760,7698476,0.535259833,1.05,8.0325,-13.4030698,2017
,Rwanda,,3.470999956,0.368745893,0.945707023,0.326424807,0.581843853,0.455220014,0.252756029,0.540061235,RWA,68.341,-10.4493392,1050,2830,2000,11980960,0.377925423,2.4200001,18.51300077,-17.44587284,2017
,Syria,,3.461999893,0.777153134,0.396102607,0.500533342,0.081539445,0.151347131,0.493663728,1.061573505,SYR,70.967,-10.91472536,29100,12820,3310,17095669,0.515492071,1.48,11.322,-16.75112659,2017
,Tanzania,,3.348999977,0.511135876,1.041989803,0.364509284,0.390017778,0.066035107,0.354256362,0.621130466,TZA,64.479,-10.64548305,11360,61520,29760,54660345,1.281717068,0.92000002,7.038000153,-19.66620797,2017
,Burundi,,2.904999971,0.091622569,0.629793584,0.151610792,0.059900753,0.084147945,0.204435185,1.683024168,BDI,60.898,-12.75813117,570,2130,2300,10827010,0.466031077,2.24,17.136,-20.74403971,2017
,Central African Republic,,2.693000078,0,0,0.018772686,0.270842046,0.056565076,0.280876487,2.066004753,CAF,,,,,,,,,,,
,Finland,,7.632,1.305,1.592,0.874,0.681,0.393,0.202,,FIN,81.73414634,21.51242732,44360,4240,4670,5515525,1.927250415,0.029999999,0.229499992,21.07012336,2018
,Norway,,7.594,1.456,1.582,0.861,0.686,0.34,0.286,,NOR,82.75853659,21.46756439,37350,4850,3190,5311916,1.427782541,0.07,0.5355,20.70298684,2018
,Denmark,,7.555,1.351,1.59,0.868,0.683,0.408,0.284,,DNK,80.95365854,20.68365976,33380,7140,4740,5793636,1.917846053,0.36000001,2.754000077,15.40191158,2018
,Iceland,,7.495,1.343,1.644,0.914,0.677,0.138,0.353,,ISL,82.86097561,20.67381341,2200,530,400,352721,2.617578829,0,0,20.67381341,2018
,Switzerland,,7.487,1.42,1.549,0.927,0.66,0.357,0.256,,CHE,83.75365854,20.82953488,37480,4790,2140,8514329,0.632852514,0.43000001,3.289500077,18.74776648,2018
,Netherlands,,7.441,1.361,1.488,0.878,0.638,0.295,0.333,,NLD,81.81219512,19.97035683,151170,17260,7790,17231624,1.142586621,0.57999998,4.436999847,14.90070017,2018
,Canada,,7.328,1.33,1.532,0.896,0.653,0.291,0.321,,CAN,82.04878049,19.1009561,574400,93980,43120,37065084,2.886770328,0.14,1.071,16.00922508,2018
,New Zealand,,7.324,1.268,1.601,0.876,0.669,0.389,0.365,,NZL,81.85853659,19.0239239,32210,32530,15040,4900600,7.377618811,0,0,19.0239239,2018
,Sweden,,7.314,1.355,1.501,0.913,0.659,0.383,0.285,,SWE,82.55853659,19.10404537,36000,4580,4920,10175214,1.095075868,0.07,0.5355,18.51763224,2018
,Australia,,7.272,1.34,1.573,0.91,0.647,0.302,0.361,,AUS,82.74878049,18.80052293,386620,139070,76760,24982688,7.293548915,0,0,18.80052293,2018
,United Kingdom,,7.19,1.244,1.433,0.888,0.464,0.082,0.262,,GBR,81.25609756,17.79508537,358800,51210,28290,66460344,1.032234127,0.34999999,2.677499924,15.03127857,2018
,Austria,,7.139,1.341,1.504,0.891,0.617,0.224,0.242,,AUT,81.69268293,17.47406488,63180,6660,3620,8840521,1.007818537,0.73000002,5.584500153,11.8459021,2018
,Costa Rica,,7.072,1.01,1.459,0.817,0.632,0.101,0.143,,CRI,80.095,16.595684,8260,4820,1940,4999443,0.955961366,0.49000001,3.748500077,13.01226275,2018
,Ireland,,6.977,1.448,1.583,0.876,0.614,0.306,0.307,,IRL,82.20487805,16.25190439,37110,16820,10060,4867316,4.846752336,0.02,0.153,15.51035128,2018
,Germany,,6.965,1.34,1.474,0.861,0.586,0.28,0.273,,DEU,80.89268293,15.8954122,709540,53370,32900,82905782,0.975487174,0.56999999,4.360499924,11.64180045,2018
,Belgium,,6.927,1.324,1.483,0.894,0.583,0.24,0.188,,BEL,81.59512195,15.72338,93470,8200,4460,11427054,0.969749894,0.56999999,4.360499924,11.49478566,2018
,Luxembourg,,6.91,1.576,1.52,0.896,0.632,0.321,0.196,,LUX,82.29512195,15.71836829,9320,540,300,607950,1.256913687,0.46000001,3.519000077,11.29528893,2018
,United States,,6.886,1.398,1.471,0.819,0.547,0.133,0.291,,USA,78.63902439,14.83132,4981300,622590,250060,326838199,1.965956654,0.20999999,1.606499924,11.67301079,2018
,Israel,,6.814,1.301,1.559,0.883,0.533,0.272,0.354,,ISR,82.80243902,15.02036244,61970,12070,2360,8882800,0.792463113,0.67000002,5.125500153,10.95859263,2018
,United Arab Emirates,,6.774,2.096,0.776,0.67,0.284,,0.186,,ARE,77.814,13.8042036,200300,52960,7140,9630966,2.461279196,1.29,9.8685,-10.48493014,2018
,Czech Republic,,6.711,1.233,1.489,0.854,0.543,0.034,0.064,,CZE,79.02926829,13.5219078,102480,12430,5170,10629928,1.243555705,1.03,7.8795,3.723310629,2018
,Malta,,6.627,1.27,1.525,0.884,0.645,0.142,0.376,,MLT,82.44878049,13.41441659,1550,220,40,484630,0.257612704,0.11,0.8415,13.1976355,2018
,France,,6.489,1.293,1.466,0.908,0.52,0.176,0.098,,FRA,82.67560976,12.31039829,309960,58340,38030,67101930,1.334990935,0.37,2.8305,8.531706451,2018
,Mexico,,6.488,1.038,1.252,0.761,0.479,0.095,0.069,,MEX,74.992,11.1588096,472140,144610,42250,126190782,0.884738318,1.02,7.803,4.255196503,2018
,Chile,,6.476,1.131,1.331,0.808,0.431,0.061,0.197,,CHL,80.042,11.8141992,86620,13480,6410,18729166,0.845999209,1.01,7.7265,5.277586309,2018
,Panama,,6.43,1.112,1.438,0.759,0.597,0.063,0.125,,PAN,78.329,11.201047,10140,5390,1310,4176868,0.852164548,0.25,1.9125,9.571282301,2018
,Brazil,,6.419,0.986,1.474,0.675,0.493,0.088,0.11,,BRA,75.672,10.7378568,427710,416280,179200,209469320,2.077277043,0.51999998,3.977999847,2.474449039,2018
,Argentina,,6.388,1.073,1.468,0.744,0.57,0.054,0.062,,ARG,76.52,10.620976,177410,117850,47930,44494502,2.645814252,0.47,3.5955,1.107950856,2018
,Guatemala,,6.382,0.781,1.268,0.608,0.604,0.071,0.179,,GTM,74.063,10.2355066,18210,11750,5000,16346950,0.746441867,1.92,14.688,-0.728231539,2018
,Uruguay,,6.379,1.093,1.459,0.771,0.625,0.155,0.13,,URY,77.77,10.724483,6520,20940,7730,3449290,5.540457115,0.22,1.683,1.399893676,2018
,Qatar,,6.374,1.649,1.303,0.748,0.654,0.171,0.256,,QAT,80.1,11.00574,90170,8110,880,2781682,1.288882962,2.54,19.431,-14.03854483,2018
,Saudi Arabia,,6.371,1.379,1.331,0.633,0.509,0.127,0.098,,SAU,74.998,10.2822258,514600,44170,5750,33702757,0.643258472,1.9400001,14.84100077,0.735626326,2018
,Singapore,,6.343,1.529,1.451,1.008,0.631,0.457,0.261,,SGP,83.29756098,11.18686244,47360,4150,9710,5638676,3.749344247,0.81,6.1965,-12.04594919,2018
,Malaysia,,6.322,1.161,1.258,0.669,0.356,0.059,0.311,,MYS,75.997,10.0468034,239620,46580,11120,31528033,0.994764866,0.88,6.732,3.35004632,2018
,Spain,,6.31,1.251,1.538,0.965,0.449,0.074,0.142,,ESP,83.43170732,10.92955366,258340,39940,20350,46797754,1.063897367,0.2,1.53,9.301790686,2018
,Colombia,,6.26,0.96,1.439,0.635,0.531,0.039,0.099,,COL,77.109,9.715734,79490,76700,21720,49661056,1.140345952,0.89999998,6.884999847,1.864452297,2018
,Slovakia,,6.173,1.21,1.537,0.776,0.354,0.014,0.118,,SVK,77.26585366,9.063284634,33000,4360,1970,5446771,0.907543582,1.0700001,8.185500765,1.634585948,2018
,El Salvador,,6.167,0.806,1.231,0.639,0.461,0.082,0.065,,SLV,73.096,8.5303032,6810,3990,1200,6420740,0.484380009,1.84,14.076,1.712170194,2018
,Nicaragua,,6.141,0.668,1.319,0.7,0.527,0.128,0.208,,NIC,74.275,8.4747775,5210,9830,3410,6465502,1.319277174,0.56,4.284,2.822994087,2018
,Poland,,6.123,1.176,1.448,0.781,0.546,0.064,0.108,,POL,77.60243902,8.714753902,312740,47540,21480,37974750,1.410985418,1.37,10.4805,-6.07307877,2018
,Bahrain,,6.105,1.338,1.366,0.698,0.594,0.123,0.243,,BHR,77.163,8.5265115,30750,14850,90,1569440,1.587117797,1.49,11.3985,-9.564250712,2018
,Kuwait,,6.083,1.474,1.301,0.675,0.554,0.106,0.167,,KWT,75.398,8.1656034,89460,6080,750,4137314,0.7306546,1.36,10.404,0.56387294,2018
,Thailand,,6.072,1.016,1.417,0.707,0.637,0.029,0.364,,THA,76.931,8.2470032,257860,84140,19950,69428454,0.794939905,1.6,12.24,-1.483061238,2018
,Italy,,6,1.264,1.501,0.946,0.281,0.028,0.137,,ITA,83.34634146,8.334634146,324850,43670,17900,60421760,0.755615589,0.69999999,5.354999924,4.288312724,2018
,Ecuador,,5.973,0.889,1.33,0.736,0.556,0.12,0.114,,ECU,76.8,7.47264,39530,20350,4950,17084359,0.787583363,1.04,7.956,1.206626768,2018
,Belize,,5.956,0.807,1.101,0.474,0.593,0.089,0.183,,BLZ,74.496,7.1218176,680,530,210,383071,1.349799312,0.28999999,2.218499924,4.127287929,2018
,Lithuania,,5.952,1.197,1.527,0.716,0.35,0.006,0.026,,LTU,75.6804878,7.204782439,11590,3150,3530,2801543,2.812618361,0.76999998,5.890499847,-9.362945588,2018
,Slovenia,,5.948,1.219,1.506,0.856,0.633,0.051,0.16,,SVN,81.37804878,7.714639024,14050,1980,790,2073894,0.974242212,0.94,7.191,0.708863278,2018
,Romania,,5.945,1.116,1.219,0.726,0.528,0.001,0.088,,ROU,75.35853659,7.121381707,74880,23780,8640,19473970,1.122922642,1.08,8.262,-2.156205161,2018
,Latvia,,5.933,1.148,1.454,0.671,0.363,0.066,0.092,,LVA,74.78292683,6.977247073,7630,1940,1860,1927174,2.180238023,0.91000003,6.961500229,-8.200480424,2018
,Japan,,5.915,1.294,1.462,0.988,0.553,0.15,0.079,,JPN,84.21097561,7.705304268,1106150,21110,18010,126811000,0.378141352,0.57999998,4.436999847,6.027491146,2018
,Mauritius,,5.891,1.09,1.387,0.684,0.584,0.05,0.245,,MUS,74.41634146,6.630496024,4130,1930,230,1265303,0.616139902,0,0,6.630496024,2018
,Jamaica,,5.89,0.819,1.493,0.693,0.575,0.031,0.096,,JAM,74.368,6.618752,8510,780,410,2934853,0.34817239,0.54000002,4.131000153,5.180451805,2018
,South Korea,,5.875,1.266,1.204,0.955,0.244,0.051,0.175,,KOR,82.62682927,7.229847561,630870,25530,10770,51585058,0.587224295,1.52,11.628,0.401603456,2018
,Russia,,5.81,1.151,1.479,0.599,0.399,0.025,0.065,,RUS,72.66219512,5.885637805,1607550,849570,58610,144477859,1.75047408,0.57999998,4.436999847,-1.881215419,2018
,Kazakhstan,,5.79,1.143,1.516,0.631,0.454,0.121,0.148,,KAZ,73.15,5.77885,220450,41360,10980,18276452,1.652691636,0.82999998,6.349499847,-4.714915288,2018
,Cyprus,,5.762,1.229,1.191,0.909,0.423,0.035,0.202,,CYP,80.828,6.1590936,7230,740,370,1189262,0.777134263,0.54000002,4.131000153,2.948751841,2018
,Bolivia,,5.752,0.751,1.223,0.508,0.606,0.054,0.141,,BOL,71.239,5.3571728,22710,25050,8770,11353140,1.934906363,1.9299999,14.76449924,-23.21075072,2018
,Estonia,,5.739,1.2,1.532,0.737,0.553,0.174,0.086,,EST,78.24390244,5.78222439,16000,1050,1350,1321977,2.321828375,0.19,1.4535,2.407446847,2018
,Paraguay,,5.681,0.835,1.522,0.615,0.541,0.074,0.162,,PRY,74.131,5.0483211,8420,29070,10070,6956069,3.615279626,0.63,4.8195,-12.37551906,2018
,Peru,,5.663,0.934,1.249,0.674,0.53,0.034,0.092,,PER,76.516,5.0730108,54280,31410,9360,31989265,0.759851228,1.864940098,14.26679175,-5.767628428,2018
,Moldova,,5.64,0.657,1.301,0.62,0.232,0,0.171,,MDA,71.808,4.595712,8590,3310,1160,2708214,1.086573814,0.89999998,6.884999847,-2.88534854,2018
,Turkmenistan,,5.636,1.016,1.533,0.517,0.417,0.037,0.199,,TKM,68.073,4.3294428,71730,49580,3430,5850902,2.500596645,0.38999999,2.983499923,-3.1310871,2018
,Hungary,,5.62,1.171,1.401,0.732,0.259,0.022,0.061,,HUN,76.06585366,4.716082927,46390,7120,5790,9775564,1.369158279,1.04,7.956,-6.176940338,2018
,Libya,,5.566,0.985,1.35,0.553,0.496,0.148,0.116,,LBY,72.724,4.1161784,58940,37790,1970,6678565,1.472974085,0.12,0.918,2.76398819,2018
,Philippines,,5.524,0.775,1.312,0.513,0.643,0.105,0.12,,PHL,71.095,3.725378,142240,67660,13640,106651394,0.365081807,0.94,7.191,1.100074729,2018
,Honduras,,5.504,0.62,1.205,0.622,0.459,0.074,0.197,,HND,75.088,3.7844352,9770,8150,3210,9587523,0.82465815,1.48,11.322,-5.552344373,2018
,Belarus,,5.483,1.039,1.498,0.7,0.307,0.154,0.101,,BLR,74.17560976,3.582681951,59310,16730,12010,9438785,2.944372346,0.85000002,6.502500153,-15.56309968,2018
,Turkey,,5.483,1.148,1.38,0.686,0.324,0.109,0.106,,TUR,77.437,3.7402071,412970,47400,34380,82340090,0.985198561,1.58,12.087,-8.16788791,2018
,Pakistan,,5.472,0.652,0.81,0.424,0.334,0.113,0.216,,PAK,67.114,3.1677808,208370,151020,60950,212228288,0.7056125,3.3199999,25.39799924,-14.75336492,2018
,Portugal,,5.41,1.188,1.429,0.884,0.562,0.017,0.055,,PRT,81.32439024,3.3343,49780,11320,3090,10283822,0.814179151,0.050000001,0.382500008,3.022876469,2018
,Serbia,,5.398,0.975,1.369,0.685,0.288,0.043,0.134,,SRB,75.8902439,3.020431707,45540,12400,4120,6982604,1.524289913,1.58,12.087,-15.40366047,2018
,Greece,,5.358,1.154,1.202,0.879,0.131,0.044,0,,GRC,81.78780488,2.928003415,65290,9670,4450,10732882,1.032213711,0.57999998,4.436999847,-1.651928665,2018
,Lebanon,,5.358,0.965,1.179,0.785,0.503,0.136,0.214,,LBN,78.875,2.823725,27710,3250,740,6859408,0.318891681,1.05,8.0325,0.26222757,2018
,Montenegro,,5.347,1.017,1.279,0.729,0.259,0.081,0.111,,MNE,76.84146341,2.66639878,2520,820,180,622227,0.816194746,1.13,8.6445,-4.3891967,2018
,Croatia,,5.321,1.115,1.161,0.737,0.38,0.039,0.12,,HRV,78.07073171,2.506070488,16580,3820,1790,4087843,1.071813394,1.1,8.415,-6.513239221,2018
,Dominican Republic,,5.302,0.982,1.441,0.614,0.578,0.106,0.12,,DOM,73.892,2.2315384,25120,9200,3390,10627147,0.802945162,0.22,1.683,0.880181693,2018
,Algeria,,5.295,0.979,1.154,0.687,0.077,0.135,0.055,,DZA,76.693,2.2624435,151670,49550,12110,42228415,0.78748646,0.079999998,0.611999985,1.780501799,2018
,Morocco,,5.254,0.779,0.797,0.669,0.46,0.074,0.026,,MAR,76.453,1.9419062,66680,17670,9430,36029089,0.627173007,0.28,2.142,0.598501618,2018
,China,,5.246,0.989,1.142,0.799,0.597,0.103,0.029,,CHN,76.704,1.8869184,10313460,1238630,538790,1402760000,0.974598176,2.99,22.8735,-20.40555298,2018
,Azerbaijan,,5.201,1.024,1.161,0.603,0.43,0.176,0.031,,AZE,72.864,1.4645664,32020,43600,4160,9939771,1.513205743,0.55000001,4.207500077,-4.902246877,2018
,Tajikistan,,5.199,0.474,1.166,0.598,0.292,0.034,0.187,,TJK,70.879,1.4104921,7330,5520,1980,9100847,0.544478586,0.88,6.732,-2.25493774,2018
,Macedonia,,5.185,0.959,1.239,0.691,0.394,0.052,0.173,,MKD,76.64878049,1.418002439,7370,2520,550,2076217,0.747325689,1.95,14.9175,-9.730228521,2018
,Jordan,,5.161,0.822,1.265,0.645,0.468,0.134,0.13,,JOR,74.405,1.1979205,24700,6300,1250,9965322,0.367343377,1.15,8.7975,-2.033782861,2018
,Nigeria,,5.155,0.689,1.172,0.048,0.462,0.032,0.201,,NGA,54.332,0.842146,130670,127900,37420,195874685,0.494829207,1.8099999,13.84649924,-6.009506232,2018
,Kyrgyzstan,,5.131,0.53,1.416,0.594,0.54,0.035,0.281,,KGZ,71.4,0.93534,11000,4990,1990,6322800,0.779070009,0.94999999,7.267499923,-4.726551231,2018
