,Unnamed: 0,Country,Region,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Country Code,2016_lifeexp,NHLY,2016_co2,2016_ch4,2016_n2o,2016_pop,2016_extcostratio,2016_llpp_who,PCEC,ERHNI,Year,Unnamed: 0,Country,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Generosity,Trust (Government Corruption),Dystopia Residual,Country Code,2017_lifeexp,NHLY,2017_co2,2017_ch4,2017_n2o,2017_pop,2017_extcostratio,2017_llpp_who,PCEC,ERHNI,Year,Unnamed: 0,Country,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Generosity,Trust (Government Corruption),Country Code,2018_lifeexp,NHLY,2018_co2,2018_ch4,2018_n2o,2018_pop,2018_extcostratio,2018_llpp_who,PCEC,ERHNI,Year
21,21,United Kingdom,Western Europe,6.725,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156,2.14999,GBR,81.1560975609756,13.99942682926829,378890.0,52050.0,28280.0,65611593.0,1.0430933150209547,0.36000001,2.7540000765,11.126747759903942,2016,21,Brazil,6.63500022888184,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2.76926708221436,BRA,75.456,12.337057727050816,449840.0,421660.0,184380.0,207833825.0,2.1278587864538805,0.52999997,4.0544997705,3.709654765717149,2017,21.0,Malta,6.627,1.27,1.525,0.884,0.645,0.376,0.142,MLT,82.4487804878049,13.414416585365856,1550.0,220.0,40.0,484630.0,0.2576127036380612,0.11,1.736376204527165e-06,13.414416138053284,2018
22,22,Chile,Latin America and Caribbean,6.705,1.2167,0.90587,0.81883,0.37789,0.11451,0.31595,2.95505,CHL,79.779,13.6023195,86160.0,13000.0,6300.0,18209072.0,0.8487646825652857,1.28,9.792000000000002,5.29121572832072,2016,22,Czech Republic,6.60900020599365,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,2.45186185836792,CZE,78.9780487804878,12.70756967567814,103420.0,12430.0,5280.0,10594438.0,1.2569146301247562,1.0,7.65,3.092172755223753,2017,22.0,France,6.489,1.293,1.466,0.908,0.52,0.098,0.176,FRA,82.6756097560976,12.310398292682931,309960.0,58340.0,38030.0,67101930.0,1.3349909349338092,0.37,4.2182095209482055e-08,12.31039823637022,2018
23,23,Panama,Latin America and Caribbean,6.701,1.18306,0.98912,0.70835,0.48927,0.08423,0.2418,3.00559,PAN,77.964,13.261676399999995,10770.0,5230.0,1300.0,4037073.0,0.8669424421820285,0.34,2.6010000000000004,11.00675910788454,2016,23,Argentina,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.494519203901291,0.109457060694695,0.059739887714386,2.61400532722473,ARG,76.372,12.211882625198394,180120.0,117570.0,48340.0,44044811.0,2.664099944946269,0.49000001,3.7485000765,2.225503777763656,2017,23.0,Mexico,6.488,1.038,1.252,0.761,0.479,0.069,0.095,MEX,74.992,11.158809600000003,472140.0,144610.0,42250.0,126190782.0,0.8847383182311818,1.02,6.183494448905151e-08,11.15880954529226,2018
24,24,Argentina,Latin America and Caribbean,6.65,1.15137,1.06612,0.69711,0.42284,0.07296,0.10989,3.12985,ARG,76.221,12.576465000000002,184280.0,115580.0,46380.0,43590368.0,2.605200524022076,0.51999998,3.977999847,2.212977714035865,2016,24,Mexico,6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2.83715486526489,MEX,74.947,11.826637114620205,471810.0,143310.0,42880.0,124777326.0,0.8945125361356489,1.14,8.720999999999998,4.025593286981213,2017,24.0,Chile,6.476,1.131,1.331,0.808,0.431,0.197,0.061,CHL,80.042,11.8141992,86620.0,13480.0,6410.0,18729166.0,0.8459992092946157,1.01,4.125383906576513e-07,11.814198850992849,2018
25,25,Czech Republic,Central and Eastern Europe,6.596,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211,CZE,79.0268292682927,12.612681951219516,102860.0,12440.0,5600.0,10566332.0,1.328534852706147,1.0,7.65,2.449390328017492,2016,25,Singapore,6.57200002670288,1.69227766990662,1.35381436347961,0.949492394924164,0.549840569496155,0.345965981483459,0.46430778503418,1.21636199951172,SGP,83.0951219512195,13.062553392619613,47430.0,4050.0,9310.0,5612253.0,3.578885545348561,0.73000002,5.5845001530000005,-6.923733482948917,2017,25.0,Panama,6.43,1.112,1.438,0.759,0.597,0.125,0.063,PAN,78.329,11.201046999999996,10140.0,5390.0,1310.0,4176868.0,0.8521645482680298,0.25,4.578789657705247e-07,11.201046609811776,2018
26,26,United Arab Emirates,Middle East and Northern Africa,6.573,1.57352,0.87114,0.72993,0.56215,0.35561,0.26591,2.21507,ARE,77.47,12.186031000000003,199460.0,50680.0,6890.0,9360975.0,2.427554979609908,1.34,10.251,-12.698835095981163,2016,26,Malta,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711,1.55686283111572,MLT,82.3463414634146,12.574285933099176,1520.0,220.0,40.0,467999.0,0.2636010676224916,0.19,1.4535,12.191141781309884,2017,26.0,Brazil,6.419,0.986,1.474,0.675,0.493,0.11,0.088,BRA,75.672,10.737856799999998,427710.0,416280.0,179200.0,209469320.0,2.0772770433839964,0.51999998,1.8990847189459534e-08,10.737856760550748,2018
27,27,Uruguay,Latin America and Caribbean,6.545,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056,2.67139,URY,77.498,11.973441,6530.0,21690.0,7990.0,3424139.0,5.737115691807718,0.23,1.7595000000000005,1.87898594026432,2016,27,Uruguay,6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,2.17240953445435,URY,77.632,11.287692770385725,6080.0,21370.0,7760.0,3436645.0,5.538371049601051,0.25999999,1.9889999235,0.2718731764146174,2017,27.0,Argentina,6.388,1.073,1.468,0.744,0.57,0.062,0.054,ARG,76.52,10.620976,177410.0,117850.0,47930.0,44494502.0,2.6458142522053727,0.47,8.080773665024951e-08,10.62097578619774,2018
28,28,Malta,Western Europe,6.488,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,1.99032,MLT,82.4536585365854,12.26910439024391,1350.0,220.0,50.0,455356.0,0.3151651660003439,0.07,0.5355000000000001,12.100333443850726,2016,28,Guatemala,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961,2.89389109611511,GTM,73.81,10.7319739718437,16510.0,11660.0,4990.0,16087418.0,0.7479271372425977,2.1500001,16.447500765,-1.5695581901181868,2017,28.0,Guatemala,6.382,0.781,1.268,0.608,0.604,0.179,0.071,GTM,74.063,10.235506599999995,18210.0,11750.0,5000.0,16346950.0,0.7464418667369942,1.92,8.985162369738697e-07,10.23550592930986,2018
29,29,Colombia,Latin America and Caribbean,6.481,1.03032,1.02169,0.59659,0.44735,0.05399,0.15626,3.17471,COL,76.732,11.364009199999998,83760.0,71920.0,19890.0,48175048.0,1.0767023859861204,1.04,7.955999999999999,2.797765017094424,2016,29,Panama,6.4520001411438,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,2.30719995498657,PAN,78.149,11.34723590302468,10250.0,5260.0,1300.0,4106764.0,0.848542267977332,0.34,2.6010000000000004,9.14017746401564,2017,29.0,Uruguay,6.379,1.093,1.459,0.771,0.625,0.13,0.155,URY,77.77,10.724482999999998,6520.0,20940.0,7730.0,3449290.0,5.540457114858609,0.22,4.8792650081611e-07,10.724480296664144,2018
30,30,France,Western Europe,6.478,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2.4744,FRA,82.5731707317073,12.204314634146336,312710.0,59940.0,37550.0,66724104.0,1.3235531939866343,0.41999999,3.2129999235,7.951738323119101,2016,30,France,6.44199991226196,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.129762306809425,0.172502428293228,2.00595474243164,FRA,82.5756097560976,11.907402202327065,316360.0,59130.0,38470.0,66918020.0,1.3407606577540274,0.37,2.8305,8.112379160554287,2017,30.0,Qatar,6.374,1.649,1.303,0.748,0.654,0.256,0.171,QAT,80.1,11.005739999999996,90170.0,8110.0,880.0,2781682.0,1.2888829617072315,2.54,6.985341962165337e-06,11.005730996711758,2018
31,31,Thailand,Southeastern Asia,6.474,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796,THA,76.403,11.261802200000004,260720.0,76800.0,19120.0,68971313.0,0.7560028373153357,1.78,13.617,0.9673115642770788,2016,31,Thailand,6.42399978637695,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,2.03950834274292,THA,76.683,10.919657561874365,260660.0,84450.0,21330.0,69209817.0,0.8312860346429458,1.5700001,12.010500765,0.9354960068614452,2017,31.0,Saudi Arabia,6.371,1.379,1.331,0.633,0.509,0.098,0.127,SAU,74.998,10.282225800000004,514600.0,44170.0,5750.0,33702757.0,0.6432584719001767,1.9400001,4.4034975432425306e-07,10.282225516741294,2018
32,32,Saudi Arabia,Middle East and Northern Africa,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482,SAU,74.761,10.309541899999996,556740.0,42570.0,5810.0,32443443.0,0.669970152582955,1.87,14.305500000000002,0.7252838822245327,2016,32,Spain,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,1.92775774002075,ESP,83.2829268292683,11.684593617509076,263440.0,39600.0,20140.0,46593236.0,1.0480047081737334,0.18000001,1.3770000765,10.241491054181484,2017,32.0,Singapore,6.343,1.529,1.451,1.008,0.631,0.261,0.457,SGP,83.2975609756098,11.186862439024395,47360.0,4150.0,9710.0,5638676.0,3.749344246725648,0.81,1.0989281881065698e-06,11.186858318764315,2018
